	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-31	 Blue Jackets	 	 • Pascal Leclaire	 neck injury (left game)
1	2006-02-08	 Blue Jackets	 	 • Pascal Leclaire	 back injury (DTD)
2	2006-03-02	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
3	2006-12-12	 Blue Jackets	 	 • Pascal Leclaire	 left knee injury (DTD)
4	2006-12-22	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
5	2006-12-23	 Blue Jackets	 	 • Pascal Leclaire	 hamstring injury (out indefinitely)
6	2006-12-26	 Blue Jackets	 	 • Pascal Leclaire	 placed on IR with hamstring injury
7	2006-12-29	 Blue Jackets	 	 • Pascal Leclaire	 surgery on knee (out 4-8 weeks)
8	2007-02-11	 Blue Jackets	 • Pascal Leclaire	 	 activated from IR
9	2007-02-22	 Blue Jackets	 	 • Pascal Leclaire	 left knee injury (DTD)
10	2007-03-01	 Blue Jackets	 	 • Pascal Leclaire	 left knee injury (out for rest of regular season)
11	2007-11-28	 Blue Jackets	 	 • Pascal Leclaire	 hamstring injury (DTD)
12	2007-12-03	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
13	2008-01-08	 Blue Jackets	 	 • Pascal Leclaire	 viral infection (DTD)
14	2008-01-11	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
15	2008-02-06	 Blue Jackets	 	 • Pascal Leclaire	 neck injury (DTD)
16	2008-02-10	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
17	2008-03-17	 Blue Jackets	 	 • Pascal Leclaire	 head injury (DTD)
18	2008-04-03	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
19	2008-10-18	 Blue Jackets	 	 • Pascal Leclaire	 right thumb injury (DTD)
20	2008-10-21	 Blue Jackets	 • Pascal Leclaire	 	 returned to lineup
21	2008-10-27	 Blue Jackets	 	 • Pascal Leclaire	 placed on IR with sprained ankle
22	2008-11-12	 Blue Jackets	 • Pascal Leclaire	 	 activated from IR
23	2009-01-08	 Blue Jackets	 	 • Pascal Leclaire	 placed on IR with ankle injury
24	2009-11-22	 Senators	 	 • Pascal Leclaire	 lower body injury (DTD)
25	2009-11-24	 Senators	 	 • Pascal Leclaire	 cheekbone injury (out indefinitely)
26	2009-11-26	 Senators	 	 • Pascal Leclaire	 placed on IR with cheekbone injury / broken jaw
27	2009-12-23	 Senators	 • Pascal Leclaire	 	 activated from IR
28	2010-01-14	 Senators	 	 • Pascal Leclaire	 undisclosed injury (DTD)
29	2010-02-03	 Senators	 • Pascal Leclaire	 	 activated from IR
30	2010-10-15	 Senators	 	 • Pascal Leclaire	 placed on IR with groin injury
31	2010-11-02	 Senators	 • Pascal Leclaire	 	 activated from IR
32	2010-12-17	 Senators	 	 • Pascal Leclaire	 lower body injury (DTD)
33	2011-02-26	 Senators	 • Pascal Leclaire	 	 returned to lineup
34	2011-03-19	 Senators	 	 • Pascal Leclaire	 lower body injury (DTD)
35	2011-03-22	 Senators	 	 • Pascal Leclaire	 placed on IR with lower body injury (out for season)
