	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2014-10-06	 Sharks	 	 • Barclay Goodrow	 placed on IR with undisclosed injury
1	2014-10-28	 Sharks	 • Barclay Goodrow	 	 activated from IR
2	2017-11-18	 Sharks	 	 • Barclay Goodrow	 placed on IR with undisclosed injury
3	2017-12-02	 Sharks	 • Barclay Goodrow	 	 activated from IR
4	2017-12-09	 Sharks	 	 • Barclay Goodrow	 lower body injury (DTD)
5	2017-12-09	 Sharks	 	 • Barclay Goodrow	 placed on IR with lower body injury
6	2017-12-14	 Sharks	 	 • Barclay Goodrow	 placed on IR with lower body injury
7	2018-01-05	 Sharks	 • Barclay Goodrow	 	 activated from IR
8	2018-03-29	 Sharks	 	 • Barclay Goodrow	 upper body injury (DTD)
9	2018-04-28	 Sharks	 • Barclay Goodrow	 	 returned to lineup
