	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2014-12-14	 Senators	 	 • Zack Smith	 placed on IR with wrist injury
1	2015-03-17	 Senators	 • Zack Smith	 	 activated from IR
2	2016-12-28	 Senators	 	 • Zack Smith	 placed on IR with upper body injury
3	2017-01-07	 Senators	 • Zack Smith	 	 activated from IR
4	2017-03-31	 Senators	 	 • Zack Smith	 upper body injury (out for season)
5	2017-10-20	 Senators	 	 • Zack Smith	 placed on IR with upper body injury
6	2017-10-27	 Senators	 • Zack Smith	 	 activated from IR
7	2017-11-11	 Senators	 	 • Zack Smith	 placed on IR with dislocated thumb
8	2017-11-25	 Senators	 • Zack Smith	 	 activated from IR
9	2017-12-22	 Senators	 	 • Zack Smith	 placed on IR with shoulder injury
10	2018-01-05	 Senators	 • Zack Smith	 	 activated from IR
11	2018-10-28	 Senators	 	 • Zack Smith	 placed on IR with facial fracture
12	2018-11-13	 Senators	 • Zack Smith	 	 activated from IR
13	2019-03-23	 Senators	 	 • Zack Smith	 back injury (DTD)
14	2019-03-30	 Senators	 • Zack Smith	 	 returned to lineup
15	2020-02-14	 Blackhawks	 	 • Zack Smith	 left hand injury (DTD)
16	2020-02-25	 Blackhawks	 	 • Zack Smith	 back injury (DTD)
17	2020-02-29	 Blackhawks	 	 • Zack Smith	 surgery on back (out for season)
18	2020-08-01	 Blackhawks	 	 • Zack Smith	 placed on IR recovering from surgery on back (out for season)
