	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-31	 Capitals	 	 • Brent Johnson	 pulled groin (DTD)
1	2006-01-04	 Capitals	 • Brent Johnson	 	 returned to lineup
2	2007-02-01	 Capitals	 	 • Brent Johnson	 undisclosed injury (DTD)
3	2007-02-08	 Capitals	 • Brent Johnson	 	 returned to lineup
4	2007-12-29	 Capitals	 	 • Brent Johnson	 placed on IR with knee injury
5	2008-01-10	 Capitals	 • Brent Johnson	 	 activated from IR
6	2008-12-26	 Capitals	 	 • Brent Johnson	 illness (DTD)
7	2009-01-01	 Capitals	 • Brent Johnson	 	 returned to lineup
8	2009-01-19	 Capitals	 	 • Brent Johnson	 undisclosed injury (DTD)
9	2009-01-27	 Capitals	 • Brent Johnson	 	 returned to lineup
10	2009-02-03	 Capitals	 	 • Brent Johnson	 surgery on hip (out for season)
11	2010-01-11	 Penguins	 	 • Brent Johnson	 lower body injury (DTD)
12	2010-01-19	 Penguins	 • Brent Johnson	 	 activated from IR
13	2010-02-14	 Penguins	 	 • Brent Johnson	 groin injury (DTD)
14	2010-04-16	 Penguins	 	 • Brent Johnson	 illness (DTD)
15	2010-12-23	 Penguins	 	 • Brent Johnson	 groin injury (DTD)
16	2011-01-01	 Penguins	 • Brent Johnson	 	 returned to lineup
17	2011-02-28	 Penguins	 	 • Brent Johnson	 lower body injury (DTD)
18	2011-03-24	 Penguins	 	 • Brent Johnson	 upper body injury (DTD)
19	2011-03-29	 Penguins	 • Brent Johnson	 	 returned to lineup
20	2012-02-21	 Penguins	 	 • Brent Johnson	 illness (DTD)
21	2012-03-29	 Penguins	 • Brent Johnson	 	 returned to lineup
