	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2013-12-20	 Senators	 	 • Mika Zibanejad	 upper body injury (DTD)
1	2013-12-27	 Senators	 • Mika Zibanejad	 	 returned to lineup
2	2014-03-25	 Senators	 	 • Mika Zibanejad	 upper body injury (DTD)
3	2014-03-28	 Senators	 • Mika Zibanejad	 	 returned to lineup
4	2014-04-11	 Senators	 	 • Mika Zibanejad	 undisclosed injury (out for season)
5	2015-12-02	 Senators	 	 • Mika Zibanejad	 upper body injury (DTD)
6	2015-12-05	 Senators	 • Mika Zibanejad	 	 returned to lineup
7	2016-11-21	 Rangers	 	 • Mika Zibanejad	 fractured fibula in left leg (out indefinitely)
8	2016-11-23	 Rangers	 	 • Mika Zibanejad	 placed on IR with fractured fibula in left leg
9	2017-01-16	 Rangers	 • Mika Zibanejad	 	 activated from IR
10	2017-02-28	 Rangers	 	 • Mika Zibanejad	 hand injury (DTD)
11	2017-03-02	 Rangers	 • Mika Zibanejad	 	 returned to lineup
12	2017-11-28	 Rangers	 	 • Mika Zibanejad	 upper body injury (DTD)
13	2017-12-05	 Rangers	 	 • Mika Zibanejad	 placed on IR with concussion
14	2017-12-19	 Rangers	 • Mika Zibanejad	 	 activated from IR
15	2018-03-06	 Rangers	 	 • Mika Zibanejad	 illness (DTD)
16	2018-03-08	 Rangers	 • Mika Zibanejad	 	 returned to lineup
17	2019-10-29	 Rangers	 	 • Mika Zibanejad	 upper body injury (DTD)
18	2019-11-26	 Rangers	 • Mika Zibanejad	 	 returned to lineup
