	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2013-12-16	 Capitals	 	 • Michael Latta	 placed on IR with lower body injury
1	2014-01-11	 Capitals	 • Michael Latta	 	 activated from IR
2	2015-03-04	 Capitals	 	 • Michael Latta	 shoulder injury (DTD)
3	2015-03-18	 Capitals	 • Michael Latta	 	 returned to lineup
4	2015-05-08	 Capitals	 	 • Michael Latta	 illness (out for season)
5	2015-12-30	 Capitals	 	 • Michael Latta	 arm injury (DTD)
6	2015-12-31	 Capitals	 • Michael Latta	 	 returned to lineup
7	2016-01-10	 Capitals	 	 • Michael Latta	 arm injury (DTD)
8	2016-01-12	 Capitals	 • Michael Latta	 	 returned to lineup
9	2016-01-14	 Capitals	 	 • Michael Latta	 arm injury (DTD)
10	2016-01-16	 Capitals	 • Michael Latta	 	 returned to lineup
11	2016-02-26	 Capitals	 	 • Michael Latta	 flu (DTD)
