	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2003-10-13	 Blue Jackets	 	 • Duvie Westcott	 ankle injury (out indefinitely)
1	2003-11-07	 Blue Jackets	 • Duvie Westcott	 	 activated from IR
2	2003-11-18	 Blue Jackets	 	 • Duvie Westcott	 placed on IR with bruised left ankle
3	2004-01-08	 Blue Jackets	 • Duvie Westcott	 	 activated from IR
4	2004-01-31	 Blue Jackets	 	 • Duvie Westcott	 hand injury (out indefinitely)
5	2004-02-02	 Blue Jackets	 	 • Duvie Westcott	 placed on IR with hand injury
6	2004-03-08	 Blue Jackets	 • Duvie Westcott	 	 activated from IR
7	2005-12-30	 Blue Jackets	 	 • Duvie Westcott	 upper body injury (left game)
8	2005-12-31	 Blue Jackets	 	 • Duvie Westcott	 bruised sternum (DTD)
9	2006-01-05	 Blue Jackets	 • Duvie Westcott	 	 returned to lineup
10	2006-04-15	 Blue Jackets	 	 • Duvie Westcott	 head injury (DTD)
11	2006-04-16	 Blue Jackets	 • Duvie Westcott	 	 returned to lineup
12	2006-11-03	 Blue Jackets	 	 • Duvie Westcott	 hand/finger injury (out indefinitely)
13	2006-11-07	 Blue Jackets	 	 • Duvie Westcott	 placed on IR with hand/finger injury
14	2006-12-16	 Blue Jackets	 • Duvie Westcott	 	 activated from IR
15	2007-01-06	 Blue Jackets	 	 • Duvie Westcott	 head injury (out indefinitely)
16	2007-01-11	 Blue Jackets	 	 • Duvie Westcott	 placed on IR with head injury
17	2007-03-07	 Blue Jackets	 	 • Duvie Westcott	 concussion (out for remainder of regular season)
18	2007-10-24	 Blue Jackets	 	 • Duvie Westcott	 head injury (DTD)
19	2007-11-08	 Blue Jackets	 • Duvie Westcott	 	 returned to lineup
20	2007-11-27	 Blue Jackets	 	 • Duvie Westcott	 placed on IR
21	2007-12-08	 Blue Jackets	 • Duvie Westcott	 	 activated from IR
