	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2014-10-28	 Bruins	 	 • Torey Krug	 placed on IR with fractured finger
1	2014-11-10	 Bruins	 • Torey Krug	 	 activated from IR
2	2015-12-27	 Bruins	 	 • Torey Krug	 upper body injury (DTD)
3	2015-12-29	 Bruins	 • Torey Krug	 	 returned to lineup
4	2016-04-21	 Bruins	 	 • Torey Krug	 surgery on right shoulder (out indefinitely)
5	2017-04-07	 Bruins	 	 • Torey Krug	 lower body injury (out for season)
6	2017-10-03	 Bruins	 	 • Torey Krug	 placed on IR with fractured jaw
7	2017-10-09	 Bruins	 • Torey Krug	 	 activated from IR
8	2017-11-16	 Bruins	 	 • Torey Krug	 upper body injury (DTD)
9	2017-11-24	 Bruins	 • Torey Krug	 	 returned to lineup
10	2018-03-21	 Bruins	 	 • Torey Krug	 upper body injury (DTD)
11	2018-03-25	 Bruins	 • Torey Krug	 	 returned to lineup
12	2018-05-06	 Bruins	 	 • Torey Krug	 left ankle injury (DTD)
13	2018-10-01	 Bruins	 	 • Torey Krug	 placed on IR with left ankle injury
14	2018-10-30	 Bruins	 • Torey Krug	 	 activated from IR
15	2019-03-13	 Bruins	 	 • Torey Krug	 concussion (DTD)
16	2019-03-27	 Bruins	 • Torey Krug	 	 returned to lineup
17	2019-11-11	 Bruins	 	 • Torey Krug	 upper body injury (DTD)
18	2019-11-16	 Bruins	 	 • Torey Krug	 placed on IR with upper body injury
19	2019-11-23	 Bruins	 • Torey Krug	 	 activated from IR
20	2019-12-27	 Bruins	 	 • Torey Krug	 placed on IR with upper body injury
21	2020-01-02	 Bruins	 • Torey Krug	 	 activated from IR
22	2020-03-09	 Bruins	 	 • Torey Krug	 upper body injury (DTD)
