	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2016-01-08	 Flyers	 	 • Shayne Gostisbehere	 lower body injury (DTD)
1	2016-01-16	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
2	2016-12-11	 Flyers	 	 • Shayne Gostisbehere	 hand injury (DTD)
3	2016-12-13	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
4	2017-10-29	 Flyers	 	 • Shayne Gostisbehere	 upper body injury (DTD)
5	2017-11-04	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
6	2018-01-12	 Flyers	 	 • Shayne Gostisbehere	 illness (DTD)
7	2018-01-16	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
8	2019-01-28	 Flyers	 	 • Shayne Gostisbehere	 lower body injury (DTD)
9	2019-02-02	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
10	2020-01-08	 Flyers	 	 • Shayne Gostisbehere	 surgery on left knee (out indefinitely)
11	2020-02-05	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
12	2020-02-10	 Flyers	 	 • Shayne Gostisbehere	 left knee injury (DTD)
13	2020-03-04	 Flyers	 • Shayne Gostisbehere	 	 returned to lineup
