	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2015-03-07	 Panthers	 	 • Aaron Ekblad	 flu (DTD)
1	2015-03-10	 Panthers	 • Aaron Ekblad	 	 returned to lineup
2	2016-01-11	 Panthers	 	 • Aaron Ekblad	 upper body injury (DTD)
3	2016-01-20	 Panthers	 • Aaron Ekblad	 	 returned to lineup
4	2017-03-13	 Panthers	 	 • Aaron Ekblad	 concussion (out indefinitely)
5	2017-03-21	 Panthers	 • Aaron Ekblad	 	 returned to lineup
6	2017-03-23	 Panthers	 	 • Aaron Ekblad	 stiff neck (out for season)
7	2019-10-22	 Panthers	 	 • Aaron Ekblad	 illness (DTD)
8	2019-10-24	 Panthers	 • Aaron Ekblad	 	 returned to lineup
9	2019-12-27	 Panthers	 	 • Aaron Ekblad	 upper body injury (DTD)
10	2019-12-29	 Panthers	 • Aaron Ekblad	 	 returned to lineup
