	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2007-01-18	 Capitals	 	 • Mike Green (David)	 foot injury (DTD)
1	2007-01-20	 Capitals	 • Mike Green (David)	 	 returned to lineup
2	2008-11-20	 Capitals	 	 • Mike Green (David)	 placed on IR with right shoulder injury
3	2008-12-12	 Capitals	 • Mike Green (David)	 	 activated from IR
4	2008-12-19	 Capitals	 	 • Mike Green (David)	 shoulder injury (DTD)
5	2008-12-23	 Capitals	 	 • Mike Green (David)	 shoulder injury (DTD)
6	2008-12-28	 Capitals	 • Mike Green (David)	 	 returned to lineup
7	2009-03-16	 Capitals	 	 • Mike Green (David)	 flu (DTD)
8	2009-03-17	 Capitals	 • Mike Green (David)	 	 returned to lineup
9	2009-11-07	 Capitals	 	 • Mike Green (David)	 upper body injury (DTD)
10	2009-11-11	 Capitals	 • Mike Green (David)	 	 returned to lineup
11	2009-12-15	 Capitals	 	 • Mike Green (David)	 undisclosed injury (left game)
12	2010-01-21	 Capitals	 	 • Mike Green (David)	 undisclosed injury (DTD)
13	2010-01-23	 Capitals	 • Mike Green (David)	 	 returned to lineup
14	2010-01-29	 Capitals	 	 • Mike Green (David)	 left knee injury (left game)
15	2010-04-06	 Capitals	 	 • Mike Green (David)	 undisclosed (DTD)
16	2010-04-09	 Capitals	 • Mike Green (David)	 	 returned to lineup
17	2010-10-14	 Capitals	 	 • Mike Green (David)	 stinger (DTD)
18	2010-10-23	 Capitals	 • Mike Green (David)	 	 returned to lineup
19	2010-11-24	 Capitals	 	 • Mike Green (David)	 undisclosed (DTD)
20	2010-11-28	 Capitals	 • Mike Green (David)	 	 returned to lineup
21	2010-12-11	 Capitals	 	 • Mike Green (David)	 illness (DTD)
22	2010-12-15	 Capitals	 • Mike Green (David)	 	 returned to lineup
23	2011-02-07	 Capitals	 	 • Mike Green (David)	 head injury (DTD)
24	2011-02-14	 Capitals	 	 • Mike Green (David)	 undisclosed (DTD) (CBC)
25	2011-02-25	 Capitals	 • Mike Green (David)	 	 returned to lineup
26	2011-02-26	 Capitals	 	 • Mike Green (David)	 head injury (out indefinitely)
27	2011-03-09	 Capitals	 	 • Mike Green (David)	 placed on IR with head injury (out for season)
28	2011-04-26	 Capitals	 	 • Mike Green (David)	 head injury (DTD) (Y)
29	2011-10-24	 Capitals	 	 • Mike Green (David)	 ankle injury (DTD)
30	2011-10-27	 Capitals	 	 • Mike Green (David)	 chin injury (DTD)
31	2011-11-11	 Capitals	 • Mike Green (David)	 	 returned to lineup
32	2011-11-12	 Capitals	 	 • Mike Green (David)	 groin injury (DTD)
33	2011-11-25	 Capitals	 	 • Mike Green (David)	 groin injury (out indefinitely)
34	2011-12-31	 Capitals	 	 • Mike Green (David)	 placed on IR with groin injury
35	2012-01-03	 Capitals	 • Mike Green (David)	 	 activated from IR
36	2012-01-09	 Capitals	 	 • Mike Green (David)	 groin injury (DTD)
