	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1998-11-20	 Avalanche	 	 • Brad Larsen	 abdominal injury (out indefinitely)
1	2002-10-27	 Avalanche	 	 • Brad Larsen	 groin injury (out indefinitely)
2	2002-12-11	 Avalanche	 	 • Brad Larsen	 back injury (out indefinitely)
3	2003-11-13	 Avalanche	 	 • Brad Larsen	 placed on IR with groin injury
4	2005-12-21	 Thrashers	 	 • Brad Larsen	 groin injury (DTD)
5	2006-01-06	 Thrashers	 	 • Brad Larsen	 placed on IR with groin injury
6	2006-01-13	 Thrashers	 • Brad Larsen	 	 activated from IR
7	2006-12-13	 Thrashers	 	 • Brad Larsen	 upper body injury (DTD)
8	2006-12-30	 Thrashers	 • Brad Larsen	 	 returned to lineup
9	2008-10-04	 Ducks	 	 • Brad Larsen	 hernia (out 6-8 weeks)
10	2008-10-05	 Ducks	 	 • Brad Larsen	 placed on IR with sports hernia
