	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2002-03-09	 Stars	 	 • John Erskine	 placed on IR with fractured foot
1	2004-01-10	 Stars	 • John Erskine	 	 activated from IR
2	2004-01-16	 Stars	 	 • John Erskine	 placed on IR
3	2004-01-23	 Stars	 • John Erskine	 	 activated from IR
4	2006-12-23	 Capitals	 	 • John Erskine	 broken foot (out indefinitely)
5	2007-02-15	 Capitals	 • John Erskine	 	 returned to lineup
6	2008-02-10	 Capitals	 	 • John Erskine	 lower body injury (DTD)
7	2008-02-13	 Capitals	 • John Erskine	 	 returned to lineup
8	2008-03-14	 Capitals	 	 • John Erskine	 upper body injury (DTD)
9	2008-03-27	 Capitals	 • John Erskine	 	 returned to lineup
10	2008-11-26	 Capitals	 	 • John Erskine	 concussion (DTD)
11	2009-01-13	 Capitals	 • John Erskine	 	 returned to lineup
12	2009-02-20	 Capitals	 	 • John Erskine	 flu (DTD)
13	2009-02-22	 Capitals	 • John Erskine	 	 returned to lineup
14	2009-05-04	 Capitals	 	 • John Erskine	 leg injury (DTD)
15	2009-05-08	 Capitals	 • John Erskine	 	 returned to lineup
16	2009-10-13	 Capitals	 	 • John Erskine	 head injury (DTD)
17	2009-11-04	 Capitals	 • John Erskine	 	 returned to lineup
18	2010-01-12	 Capitals	 	 • John Erskine	 upper body injury (DTD)
19	2010-01-23	 Capitals	 • John Erskine	 	 returned to lineup
20	2010-02-07	 Capitals	 	 • John Erskine	 undisclosed (DTD)
21	2010-02-10	 Capitals	 • John Erskine	 	 returned to lineup
22	2010-02-13	 Capitals	 	 • John Erskine	 shoulder injury (DTD)
23	2010-03-03	 Capitals	 • John Erskine	 	 returned to lineup
24	2010-12-03	 Capitals	 	 • John Erskine	 undisclosed injury (DTD)
25	2010-12-09	 Capitals	 • John Erskine	 	 returned to lineup
26	2011-03-15	 Capitals	 	 • John Erskine	 illness (DTD)
27	2011-03-22	 Capitals	 • John Erskine	 	 returned to lineup
28	2011-04-01	 Capitals	 	 • John Erskine	 undisclosed injury (DTD)
29	2011-04-05	 Capitals	 • John Erskine	 	 returned to lineup
30	2011-10-06	 Capitals	 	 • John Erskine	 placed on IR with surgery on left shoulder
31	2011-11-01	 Capitals	 • John Erskine	 	 activated from IR
32	2011-11-12	 Capitals	 	 • John Erskine	 undisclosed (DTD)
33	2011-11-15	 Capitals	 • John Erskine	 	 returned to lineup
34	2011-11-21	 Capitals	 	 • John Erskine	 shoulder injury (DTD)
35	2011-11-29	 Capitals	 • John Erskine	 	 returned to lineup
36	2012-03-27	 Capitals	 	 • John Erskine	 lower body injury (DTD)
37	2012-03-31	 Capitals	 	 • John Erskine	 placed on IR with lower body injury
38	2012-04-19	 Capitals	 • John Erskine	 	 activated from IR
39	2013-03-10	 Capitals	 	 • John Erskine	 placed on IR with upper body injury
40	2013-04-02	 Capitals	 • John Erskine	 	 activated from IR
41	2013-10-11	 Capitals	 	 • John Erskine	 upper body injury (DTD)
42	2013-10-22	 Capitals	 • John Erskine	 	 returned to lineup
43	2013-10-30	 Capitals	 	 • John Erskine	 placed on IR with upper body injury
44	2013-12-15	 Capitals	 • John Erskine	 	 activated from IR
45	2014-02-06	 Capitals	 	 • John Erskine	 knee injury (DTD)
46	2014-02-27	 Capitals	 • John Erskine	 	 returned to lineup
47	2014-03-06	 Capitals	 	 • John Erskine	 upper body injury (DTD)
48	2014-03-29	 Capitals	 • John Erskine	 	 returned to lineup
49	2014-10-21	 Capitals	 	 • John Erskine	 placed on IR with upper body injury (out for season)
