	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-09-28	 Flyers	 	 Antero Niittymaki	 hip injury (out indefinitely)
1	2006-12-28	 Flyers	 	 Antero Niittymaki	 hip injury (DTD)
2	2007-01-04	 Flyers	 Antero Niittymaki	 	 returned to lineup
3	2008-09-20	 Flyers	 	 Antero Niittymaki	 surgery on hip (out 3-5 weeks)
4	2008-10-11	 Flyers	 Antero Niittymaki	 	 returned to lineup
5	2009-01-05	 Flyers	 	 • Antero Niittymaki	 placed on IR with strained groin
6	2009-01-13	 Flyers	 Antero Niittymaki	 	 activated from IR
7	2009-02-13	 Flyers	 	 Antero Niittymaki	 flu (DTD)
8	2011-01-20	 Sharks	 	 • Antero Niittymaki	 placed on IR with lower body injury
9	2011-02-01	 Sharks	 	 • Antero Niittymaki	 lower body injury (DTD) (CBC)
10	2011-02-08	 Sharks	 Antero Niittymaki	 	 returned to lineup
11	2011-02-09	 Sharks	 	 • Antero Niittymaki	 lower body injury (DTD)
12	2011-02-17	 Sharks	 	 • Antero Niittymaki	 placed on IR with lower body injury
13	2011-03-05	 Sharks	 Antero Niittymaki	 	 activated from IR
14	2011-10-05	 Sharks	 	 Antero Niittymaki	 placed on IR with surgery on hip
15	2011-12-12	 Sharks	 Antero Niittymaki	 	 activated from IR
16	2011-12-17	 Sharks	 	 • Antero Niittymaki	 upper body injury (out indefinitely)
17	2011-12-23	 Sharks	 Antero Niittymaki	 	 returned to lineup
