	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2008-12-06	 Capitals	 	 • Tyler Sloan	 left foot injury (DTD)
1	2008-12-10	 Capitals	 • Tyler Sloan	 	 returned to lineup
2	2008-12-16	 Capitals	 	 • Tyler Sloan	 leg injury (DTD)
3	2008-12-23	 Capitals	 • Tyler Sloan	 	 returned to lineup
4	2009-12-11	 Capitals	 	 • Tyler Sloan	 undisclosed injury (DTD)
5	2010-03-03	 Capitals	 	 • Tyler Sloan	 flu (DTD)
6	2010-03-12	 Capitals	 • Tyler Sloan	 	 returned to lineup
7	2010-04-11	 Capitals	 	 • Tyler Sloan	 upper body injury (DTD) (date approximate)
8	2010-04-21	 Capitals	 • Tyler Sloan	 	 returned to lineup
9	2010-11-03	 Capitals	 	 • Tyler Sloan	 hip flexor injury (DTD)
10	2010-11-05	 Capitals	 • Tyler Sloan	 	 returned to lineup
11	2010-11-22	 Capitals	 	 • Tyler Sloan	 undisclosed injury (left game)
12	2010-11-24	 Capitals	 	 • Tyler Sloan	 placed on IR with undisclosed injury
13	2010-12-04	 Capitals	 • Tyler Sloan	 	 activated from IR
14	2010-12-06	 Capitals	 	 • Tyler Sloan	 placed on IR with hip flexor injury
15	2010-12-26	 Capitals	 • Tyler Sloan	 	 activated from IR
16	2011-01-18	 Capitals	 	 • Tyler Sloan	 placed on IR with upper body injury
17	2011-01-24	 Capitals	 • Tyler Sloan	 	 activated from IR
18	2011-04-05	 Capitals	 	 • Tyler Sloan	 jaw injury (out indefinitely)
19	2011-04-06	 Capitals	 • Tyler Sloan	 	 returned to lineup
