	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
0	2013-01-19		Ottawa Senators	1	4	L			28	6	1		0		37	14	1		0		50	53	48.5	38	43	46.9	25	21	54.3	36.2	90.3
1	2013-01-21	@	Boston Bruins	1	2	L	SO		27	4	0		0		27	8	0		0		54	52	50.9	36	37	49.3	25	29	46.3	52.5	99.8
2	2013-01-22	@	Washington Capitals	4	2	W			39	18	2		0		34	30	1		0		47	49	49.0	38	33	53.5	21	19	52.5	57.4	102.6
3	2013-01-25		Pittsburgh Penguins	4	2	W			32	2	1		0		35	4	0		0		51	70	42.1	42	53	44.2	26	21	55.3	48.2	103.8
4	2013-01-27		New York Islanders	5	4	W	OT		35	10	1		0		25	14	1		0		66	62	51.6	53	45	54.1	32	20	61.5	50.5	99.3
5	2013-01-29	@	Montreal Canadiens	3	4	L			21	17	1		0		26	19	2		0		28	38	42.4	16	30	34.8	29	21	58.0	43.5	110.0
6	2013-01-31	@	Florida Panthers	3	6	L			25	31	0		0		34	15	3		0		41	42	49.4	38	30	55.9	19	24	44.2	48.2	99.5
7	2013-02-01	@	Tampa Bay Lightning	3	8	L			29	25	2		0		25	10	3		0		43	26	62.3	32	21	60.4	23	32	41.8	56.4	77.0
8	2013-02-05		Florida Panthers	3	2	W	OT		21	4	1		0		19	8	0		0		49	34	59.0	31	25	55.4	25	14	64.1	35.0	99.5
9	2013-02-07		Toronto Maple Leafs	2	3	L			25	13	0		1		18	13	1		1		44	33	57.1	33	17	66.0	20	30	40.0	52.9	96.9
10	2013-02-09	@	Ottawa Senators	1	0	W			37	6	0		0		33	2	0		0		50	72	41.0	43	51	45.7	28	20	58.3	52.8	103.0
11	2013-02-12		Philadelphia Flyers	2	3	L			26	23	0		0		23	11	1		0		47	34	58.0	35	22	61.4	28	20	58.3	61.3	98.0
12	2013-02-15		Pittsburgh Penguins	1	3	L			26	16	0		0		28	14	1		0		53	53	50.0	41	40	50.6	23	26	46.9	51.7	96.0
13	2013-02-17		Boston Bruins	2	3	L			24	2	0		0		26	4	1		0		65	60	52.0	46	41	52.9	24	22	52.2	42.9	100.7
14	2013-02-19	@	Buffalo Sabres	2	1	W			28	8	0		0		30	4	0		0		51	51	50.0	37	33	52.9	23	22	51.1	46.9	103.7
15	2013-02-21	@	Carolina Hurricanes	4	3	W			23	6	0		0		30	18	0		0		47	46	50.5	30	36	45.5	17	29	37.0	40.7	109.5
16	2013-02-23	@	Philadelphia Flyers	3	5	L			37	26	0		0		39	22	3		0		52	52	50.0	38	39	49.4	28	19	59.6	57.8	103.7
17	2013-02-24	@	New Jersey Devils	4	2	W			27	9	1		0		26	9	0		0		39	41	48.8	31	31	50.0	19	27	41.3	64.5	104.0
18	2013-02-26	@	New York Rangers	4	3	W			32	4	0		0		33	6	0		0		39	54	41.9	29	38	43.3	19	28	40.4	40.0	105.4
19	2013-02-28		New Jersey Devils	3	1	W			21	8	0		0		23	8	0		0		37	50	42.5	25	32	43.9	28	25	52.8	54.1	111.4
20	2013-03-02		Washington Capitals	0	3	L			35	13	0		0		21	13	0		0		43	41	51.2	31	33	48.4	24	28	46.2	61.1	85.0
21	2013-03-05	@	Florida Panthers	1	4	L			31	4	0		0		26	0	0		0		47	41	53.4	41	33	55.4	31	20	60.8	59.3	90.2
22	2013-03-07	@	Tampa Bay Lightning	2	1	W			28	15	0		0		29	9	0		0		46	43	51.7	34	32	51.5	19	29	39.6	44.8	103.1
23	2013-03-08	@	Florida Panthers	3	2	W	OT		28	13	0		0		40	7	0		0		51	51	50.0	35	43	44.9	21	27	43.8	33.5	105.1
24	2013-03-10	@	New Jersey Devils	2	3	L	SO		25	2	0		0		27	2	0		0		40	51	44.0	32	37	46.4	25	32	43.9	44.4	100.9
25	2013-03-12		Toronto Maple Leafs	5	2	W			34	20	1		0		26	22	0		0		55	39	58.5	36	29	55.4	27	20	57.4	60.5	105.2
26	2013-03-14		New York Rangers	3	1	W			33	7	1		0		29	9	0		0		59	66	47.2	41	45	47.7	21	33	38.9	37.2	103.1
27	2013-03-16	@	Toronto Maple Leafs	5	4	W	SO		33	28	0		0		32	16	0		0		72	55	56.7	47	38	55.3	19	31	38.0	57.2	99.5
28	2013-03-17	@	Ottawa Senators	1	4	L			26	8	0		0		42	6	2		0		35	54	39.3	28	46	37.8	21	21	50.0	32.3	99.2
29	2013-03-19		Boston Bruins	3	1	W			25	8	1		0		28	4	0		0		42	47	47.2	29	34	46.0	17	24	41.5	63.0	104.7
30	2013-03-21		Washington Capitals	0	4	L			20	21	0		0		25	11	1		0		41	36	53.2	26	22	54.2	19	20	48.7	54.5	84.2
31	2013-03-22		Washington Capitals	1	6	L			31	10	0		0		24	12	1		0		47	25	65.3	35	19	64.8	12	19	38.7	78.6	65.7
32	2013-03-24		Tampa Bay Lightning	3	2	W			24	10	1		0		25	8	1		0		43	40	51.8	30	30	50.0	24	22	52.2	63.3	105.3
33	2013-03-26	@	Carolina Hurricanes	4	1	W			35	11	1		0		39	9	0		0		63	64	49.6	49	44	52.7	23	23	50.0	51.7	105.6
34	2013-03-28	@	Pittsburgh Penguins	0	4	L			20	0	0		0		43	8	0		1		39	68	36.4	29	54	34.9	18	31	36.7	44.1	92.7
35	2013-03-30		Carolina Hurricanes	1	3	L			35	17	0		0		28	11	0		0		48	38	55.8	34	28	54.8	17	26	39.5	59.0	93.7
